id,question,answer
117,công_nghệ AI thì rất phát_triển vậy thì hãy giúp chúng em xác_định công_nghệ IOT có_thể áp_dụng vào app để quét thực_phẩm được không,chào em iot internet vạn_vật internet of things hay gọi tắt là iot thuật_ngữ với ý_nghĩa về việc mở_rộng sức_mạnh của internet vượt ra ngoài khỏi phạm_vi máy_tính và điện_thoại thông_minh kết_nối tới vạn_vật các quy_trình và môi_trường khác ngành chế_tạo các nhà sản_xuất có_thể đạt được lợi_thế cạnh_tranh bằng cách sử_dụng giám_sát dây_chuyền sản_xuất để cho phép bảo_trì chủ_động trên thiết_bị khi cảm_biến phát_hiện ra lỗi sắp xảy ra các cảm_biến thực_sự có_thể đo_lường khi sản_lượng sản_xuất bị tổn_hại với sự trợ_giúp của cảnh_báo cảm_biến các nhà sản_xuất có_thể nhanh_chóng kiểm_tra độ chính_xác của thiết_bị hoặc loại_bỏ nó khỏi sản_xuất cho đến khi nó được sửa_chữa điều này cho phép các công_ty giảm chi_phí hoạt_động có thời_gian hoạt_động tốt hơn và cải_thiện quản_lý hiệu_suất tài_sản ngành ô_tô ngành công_nghiệp ô_tô đã nhận ra những lợi_thế đáng_kể từ việc sử_dụng các ứng_dụng iot ngoài những lợi_ích của việc áp_dụng iot vào dây_chuyền sản_xuất các cảm_biến có_thể phát_hiện lỗi thiết_bị sắp xảy ra trên các phương_tiện đã đi trên đường và có_thể cảnh_báo cho người lái_xe một_cách chi_tiết nhờ thông_tin tổng_hợp được thu_thập bởi các ứng_dụng dựa trên iot các nhà sản_xuất và nhà cung_cấp ô_tô có_thể tìm_hiểu thêm về cách giữ cho xe chạy và thông_báo cho chủ xe về các thông_tin phía trước giao_thông vận_tải các đội xe ô_tô xe_tải và tàu chở hàng tồn_kho có_thể được định_tuyến lại dựa trên điều_kiện thời_tiết tính sẵn có của xe hoặc tính khả_dụng của tài_xế nhờ dữ_liệu cảm_biến iot bản_thân hàng tồn_kho cũng có_thể được trang_bị các cảm_biến để theo_dõi và kiểm_soát nhiệt_độ các ngành công_nghiệp thực_phẩm và đồ uống hoa và dược_phẩm thường là những mặt_hàng tồn_kho nhạy_cảm với nhiệt_độ sẽ được hưởng lợi rất nhiều từ các ứng_dụng giám_sát iot gửi thông_báo khi nhiệt_độ tăng hoặc giảm có_thể ảnh_hưởng đến sản_phẩm ngành bán_lẻ các ứng_dụng iot cho phép các công_ty bán_lẻ quản_lý hàng tồn_kho cải_thiện trải nghiệm của khách_hàng tối_ưu_hóa chuỗi cung_ứng và giảm chi_phí hoạt_động ví_dụ kệ thông_minh được trang_bị cảm_biến trọng_lượng có_thể thu_thập thông_tin dựa trên RFID và gửi dữ_liệu tới nền_tảng iot để tự_động theo_dõi hàng tồn_kho và kích_hoạt_cảnh_báo nếu các mặt_hàng sắp hết chăm_sóc sức_khỏe iot cung_cấp nhiều lợi_ích cho ngành chăm_sóc sức_khỏe bác_sĩ y_tá thường cần biết chính_xác vị_trí của các tài_sản hỗ_trợ bệnh_nhân như xe_lăn khi xe_lăn của bệnh_viện được trang_bị cảm_biến iot chúng có_thể được theo_dõi từ ứng_dụng giám_sát tài_sản iot để bất_kỳ ai đang tìm_kiếm đều có_thể nhanh_chóng tìm thấy chiếc xe_lăn có sẵn gần nhất nhiều tài_sản của bệnh_viện có_thể được theo_dõi theo cách này để đảm_bảo sử_dụng hợp_lý cũng như kế_toán tài_chính cho các tài_sản_vật_chất trong mỗi khoa iot áp_dụng vào rất nhiều ngành xung_quanh chúng_ta nên việc áp_dụng vào app để quét thực_phẩm là điều hoàn_toàn khả_thi và rất nhiều nước phát_triển đang làm vd điển_hình_như dùng iot làm máy_quét trứng gà thịt tươi hoặc bị ôi thiu trên dây_chuyền sản_xuất nếu em muốn tìm_hiểu có_thể tìm đọc tại các bài viết tiếng anh https www rentokil com blog five examples iot food supply chain https foodsafetytech com column the future of food production iot and blockchain
118,thầy cô cho em hỏi là điểm_sàn đảm_bảo chất_lượng đầu_vào của hồ_sơ tài_năng là tính theo tổ_hợp mình chọn trong hồ_sơ hay_là tổ_hợp nào mà ngành tuyển cũng được IT1 tuyển theo khối A00 và A01 và hồ_sơ của em tính điểm theo A00 vì năm lớp 10 11 điểm phẩy tiếng anh của em không cao bằng_hóa nhưng mà năm nay em có IELTS nên em thi khối A01 do vậy em xét điểm_sàn theo khối A01 được không hay bắt_buộc phải theo tổ_hợp A00 ạ,chào em điểm_sàn đảm_bảo chất_lượng đầu_vào tính theo tổ_hợp đăng_ký em thấy mình có lợi_thế ở tổ_hợp nào thì chọn đăng_ký tổ_hợp đó và nhà_trường sẽ xét tiếp xem ngành em chọn có phù_hợp tổ_hợp của em không lấy điểm từ cao xuống thấp vậy nên nếu em yếu tổ_hợp đó nhưng ngành X này chỉ lấy tổ_hợp đó em cứ cố_tình chọn thì em sẽ có_thể thua các bạn khác về điểm số it1 tuyển theo A00 hoặc A01_vậy thì em phải tự xem mình có A00 điểm_cao hơn hay A01 điểm_cao hơn về điểm trung_bình chung trong học_bạ cái này là tùy_chọn của em chứ không bắt_buộc và chính_xác hơn là bắt_buộc chọn trong các tổ_hợp ngành đó cho phép
119,em đã hoàn_thành các bước đăng_kí xét tuyển hồ_sơ_kết_hợp phỏng_vấn trong 18 04 2021 nhưng vẫn chưa nhận được email hồi_âm của nhà_trường,chào em nhà_trường sẽ công_bố danh_sách phỏng_vấn chậm nhất đến 31 5 2021 ban tuyển_sinh vẫn đang lên kế_hoạch sẽ công_bố sau em nhé
120,cho em hỏi về cách_thức phỏng_vấn trong phần xét tuyển tài_năng hồ_sơ ạ,gửi em cách_thức phỏng_vấn trong phần xét tuyển tài_năng là phỏng_vấn online do đó năm nay em chỉ cần ở nhà vẫn có_thể phỏng_vấn xét tuyển nhé
121,em có dự_định năm nay thi vào ĐH bách_khoa ạ trong phương_thức tuyển_sinh dự_kiến của trường ĐH bách_khoa có phương_thức xét tuyển tài_năng Ở mục 3 của phương_thức này có xét tuyển thí_sinh được chọn tham_dự kỳ thi thí_sinh giỏi quốc_gia hoặc đạt giải nhất nhì ba cấp tỉnh_thành_phố các môn toán lý_hóa sinh tin_học tiếng anh bậc thpt em ở tỉnh nam định tỉnh tổ_chức thi HS giỏi tỉnh theo khối A gồm tổ_hợp các môn toán lý_hóa nếu em thi đạt giải ở bài thi này thì có được tham_gia xét tuyển theo phương_thức trên không ạ cảm_ơn thầy nhiều ạ,chào em bài thi của em gồm tổ_hợp 3 môn toán lý_hóa cũng hợp_lệ để được đăng_ký như bình_thường em nhé
122,em chào thầy cô em là học_sinh chuyên KHTN em muốn hỏi là trong phần đăng_kí hồ_sơ của nhà_trường cho hs trường chuyên thì có mục_nhập giải thành_phố tỉnh thì em muốn hỏi giải học_sinh giỏi bậc thpt cấp đhqghn hoặc HSGS olympia gồm nhiều trường chuyên tham_gia có giải nào được điền vào mục này không ạ và nếu cả 2 được điền thì ban tuyển_sinh đánh_giá giải nào cao hơn ạ vì chỉ được điền 1 thành_tích cao nhất em xin cảm_ơn,thầy nghĩ là em hãy đợi đến khi mở hệ_thống đăng_ký tuyển_sinh dự_kiến từ 15 3 11 4 2021 hãy hỏi lúc ấy sẽ có bài viết và video hướng_dẫn cụ_thể hơn em nhé thang điểm chấm giải nào hơn giải nào là quy_định nội_bộ của ban tuyển_sinh nên không công_khai đây cũng chỉ là một phần trong rất nhiều tiêu_chí đánh_giá thôi em
123,em thưa thầy cô cho em hỏi như trên website của trường dựa vào xét tuyển tài_năng thì nhà_trường dự_định xét tuyển thí_sinh được chọn tham_dự kỳ thi học_sinh giỏi quốc_gia hoặc đạt giải nhất nhì ba cấp tỉnh_thành_phố các môn toán lý_hóa sinh tin_học tiếng anh bậc THPT_vậy nếu em được giải nhì nội_dung thi phần_mềm sáng_tạo khối THPT hội thi tin_học trẻ thành_phố lần thứ XV thì em có được tính là có giải nhì cấp thành_phố môn tin không ạ,chào em không em nhé như giải_thưởng của em chỉ tính vào mục điểm thưởng thôi
124,em chào các thầy cô anh_chị_em muốn hỏi là đối_với thí_sinh tham_dự kỳ thi chọn đội_tuyển quốc_gia dự thi olympic quốc_tế thì sẽ lấy điều này làm một điều_kiện được viết trong hồ_sơ năng_lực vậy làm thế_nào để học_sinh đó xác_minh điều_kiện này trong HSNL và với điều_kiện này thì có phải trải qua phỏng_vấn online nữa không ạ trong trường_hợp cần đến lời nhận_xét từ các thầy cô_mình phải ghi rõ thông_tin tên gmail môn giảng_dạy của thầy cô đó trong hồ_sơ năng_lực không hay_là qua phần khác của website và làm thể_nào để thầy cô đó được xác_nhận cũng như có_thể viết nhận_xét ạ với điều_kiện nêu trên thì sau khoảng bao_lâu sẽ biết được bản_thân có chắc_chắn tuyển thẳng vào khoa đó em cảm_ơn ạ,chào em_em muốn hỏi là đối_với thí_sinh tham_dự kỳ thi chọn đội_tuyển quốc_gia dự thi olympic quốc_tế thì sẽ lấy điều này làm một điều_kiện được viết trong hồ_sơ năng_lực vậy làm thế_nào để học_sinh đó xác_minh điều_kiện này trong HSNL và với điều_kiện này thì có phải trải qua phỏng_vấn online nữa không ạ trả_lời 1 để xác_minh điều_kiện thí_sinh được chọn đội_tuyển quốc_gia dự thi olympic quốc_tế thì em chỉ cần chụp ảnh quyết_định của bộ GD ĐT trong đó có_thể_hiện tên em trong danh_sách đi thi và tải lên vd 2 việc phỏng_vấn HS năng_lực là bắt_buộc với mọi thí_sinh diện 1 3 trong trường_hợp cần đến lời nhận_xét từ các thầy cô_mình phải ghi rõ thông_tin tên gmail môn giảng_dạy của thầy cô đó trong hồ_sơ năng_lực không hay_là qua phần khác của website và làm thể_nào để thầy cô đó được xác_nhận cũng như có_thể viết nhận_xét ạ trả_lời 3 em sẽ nhập thông_tin thầy cô trên website tên gmail môn giảng_dạy và tải về 1 mẫu file word in ra để thầy cô nhận_xét vào đây sau đó chụp ảnh và tải lên hệ_thống với điều_kiện nêu trên thì sau khoảng bao_lâu sẽ biết được bản_thân có chắc_chắn tuyển thẳng vào khoa đó trả_lời 4 thời_gian dự_kiến công_bố kết_quả xét tuyển thẳng đã tại cuối bài viết dự_kiến phương_thức tuyển_sinh 2021 trên website ts hust edu vn nhưng chắc là em không đọc từ 14 6 20 6 2021 công_bố kết_quả xét tuyển tài_năng cho cả 3 phương_thức
125,cho em hỏi là nếu_như giấy chứng_nhận của sở chưa cấp về thì làm thế_nào ạ em cảm_ơn,chào em_em cần nhờ qua nhà_trường xin xác_nhận từ trên sở GD ĐT hoặc gửi trước bản của nhà_trường
126,cho em hỏi là thư giới_thiệu thì có cho phép viết bằng tiếng anh không hay chỉ viết tiếng việt thôi ạ,chào em thư giới_thiệu không bắt_buộc phải viết theo ngôn_ngữ nào dù em viết theo ngôn_ngữ nào thì văn_bản đều phải thể_hiện rõ_ràng nội_dung và có một tinh_thần ý_chí nhất_định trong thư giới_thiệu không nên viết như cho có hoặc hời_hợt tuy_nhiên cũng không nên quá dài tối_đa 2 trang A4 thôi không nên dài_dòng như viết truyện tầm 5 6 trang vì các thầy cô sẽ không đủ thời_gian mà đọc được đâu nếu thư giới_thiệu bằng tiếng anh mà bị lỗi tiếng anh thì còn bị bắt_lỗi thêm thì tốt nhất em nên viết bằng tiếng việt
127,bộ_phận tuyển_sinh cho em hỏi nếu em có đồng_thời cả 2 chứng_chỉ quốc_tế IELTS và SAT thì có được đăng_kí tuyển thẳng diện 1 2 2 lần không ạ em xin cảm_ơn,chào em mỗi thí_sinh chỉ được cấp 1 tài_khoản duy_nhất theo số CMND để tránh spam nên nếu_như em vừa có đồng_thời SAT và IELTS thì em vừa có_thể đăng_ký diện 1 2 và vừa có_thể đăng_ký diện 1 3 nhé em chỉ nên đăng 1 tài_khoản thôi nhé không nên dùng nhiều tài_khoản nhà_trường chỉ xét và công_nhận 1 tài_khoản duy_nhất
128,cho em hỏi đăng_ký nguyện_vọng khác nhau thì điểm_chuẩn vào có khác nhau không ạ với trường lấy theo điểm_cao hơn hay theo nguyện_vọng ạ,điểm xét tuyển cho một ngành với các nguyện_vọng là như nhau em nhé nếu lỡ có 2 bạn cùng điểm xét vào vẫn biết là xác_suất rất thấp vì có tính đến 2 số thập_phân sau dấu_phẩy thì có THỂ sẽ xét thêm tiêu_chí phụ ví_dụ như điểm môn toán cao hơn và tiêu_chí nguyện_vọng em nhé tức bạn có môn toán cao hơn và hoặc đặt ngành bách_khoa làm nguyện_vọng trước bạn kia sẽ ưu_tiên được chọn
129,mình có con năm nay định đăng_ký vào bách_khoa con mình thi tổ_hợp A01 toán lý_hóa và cháu có chứng_chỉ IELTS 6 5 thì sẽ được cộng điểm ưu_tiên như thế_nào,chào chị cháu nhà chị đăng_ký thi tổ_hợp A01 toán lý_hóa và có chứng_chỉ IELTS 6 5 thì theo phương_thức tuyển_sinh cháu sẽ được cộng ưu_tiên thêm 0 375 điểm ạ
130,em có đạt giải nhì khoa_học kĩ_thuật về lĩnh_vực cơ_khí thì được cộng bao_nhiêu điểm vào điểm thi THPT quốc_gia ngành logistic ạ,chào em thứ nhất_là xét cộng điểm ưu_tiên áp_dụng với trường_hợp em có chứng_chỉ tiếng anh trích trong phương_thức tuyển_sinh 2019 5 cộng điểm thí_sinh không sử_dụng quyền được tuyển thẳng sẽ được cộng điểm ưu_tiên vào tổng_điểm xét tuyển quy về thang điểm 30 để xét tuyển theo mã ngành chương_trình đăng_ký có tổ_hợp xét tuyển chứa môn thi đoạt giải hoặc môn thi đoạt giải phù_hợp với ngành học theo các mức điểm cộng 3 0 điểm cho thí_sinh tham_dự kỳ thi chọn đội_tuyển quốc_gia dự thi olympic quốc_tế hoặc đoạt giải nhất trong kỳ thi chọn học_sinh giỏi THPT quốc_gia cộng 2 0 điểm cho thí_sinh đoạt giải nhì trong kỳ thi chọn học_sinh giỏi THPT quốc_gia cộng 1 0 điểm cho các thí_sinh đoạt giải khác thí_sinh có chứng_chỉ tiếng anh quốc_tế tương_đương ielts đạt từ 5 5 trở lên được cộng thêm vào tổng_điểm xét tuyển quy về thang điểm 30 cho tất_cả các ngành chương_trình đăng_ký xét tuyển với các mức điểm như sau ielts toefl ibt pte academic cambridge english điểm cộng khi sử_dụng tổ_hợp A00 A02 B00 d29 điểm cộng khi sử_dụng tổ_hợp A01 D01 d07 5 5 46 59 42 49 162 168 0 25 0 125 6 60 78 50 57 169 175 0 50 0 25 6 5 79 93 58 64 176 184 0 75 0 375 7 94 101 65 72 185 191 1 00 0 50 7 5 102 109 73 78 191 199 1 25 0 625 8 110 114 79 82 200 204 1 50 0 75 8 5 115 117 83 86 205 208 1 75 0 875 9 118 120 87 90 209 212 2 00 1 00 thí_sinh có các chứng_chỉ tiếng anh quốc_tế khác được hội_đồng tuyển_sinh xem_xét quy_đổi tương_đương về điểm IELTS để cộng điểm ưu_tiên như trên thứ hai là em phải đạt giải nhì đạt giải có số nhất nhì ba các môn TOÁN LÝ_HÓA ANH SINH TIN_HỌC_kỳ thi học_sinh GIỎI THPT quốc_gia thì mới được xét tuyển thẳng em nhé xét trường_hợp của em đạt giải nhì nhưng không phải giải QUỐC_GIA nên không được cộng điểm em nhé
