id,question,answer1
364,trường mình có nhận quy đổi bằng VSTEP không ạ?,"Chào em,
Hiện vẫn chưa áp dụng cho quy đổi điểm VSTEP. Em hãy tham khảo bảng đối sánh tương đương này để biết những chứng chỉ ngoại ngữ nào được áp dụng.
Chi tiết: https://ts.hust.edu.vn/tin-tuc/huong-dan-quy-doi-diem-chung-chi-ngoai-ngu-nam-2023"
365,"Em chảo thầy ạ.
Trước tiên em xin cảm ơn thầy và Ban tuyển sinh đã giúp em cập nhật chứng chỉ lên web quy đổi.
Nhưng em vẫn còn một thắc mắc mong thầy giải đáp ạ. Đó là về ngày cấp và mã chứng nhận. Trong tờ chứng chỉ của em chỉ có Test Date ( tức là ngày thi thôi ạ ). Vậy nên em muốn hỏi thầy làm sao để mình lấy thông tin để cập nhật ạ.
Em xin cảm ơn!
 ","Chào em,
Ngày cấp chứng chỉ là ngày muộn nhất trên chứng chỉ do Giám đốc trung tâm/Giám đốc người quản lý nơi tổ chức thi của chứng chỉ đó ký lên chứng chỉ. Trong trường hợp không tìm thấy ngày này, em nhập lên ngày thi cũng được."
366,Em đã đăng ký tuyển sinh trên hệ thống nhưng vẫn chưa nhận được mật khẩu ạ,"Chào em,
Đầu tiên em kiểm tra hòm thư rác/spam xem có nhận được mail không. Nếu không có, em có thể chọn vào phần ""Quên mật khẩu"", nhập vào email và làm theo hướng dẫn.
Còn nếu em làm theo 2 bước trên vẫn không thấy email thì em cung cấp thông tin gồm: Số CMND + Họ tên + Email đúng + SĐT. Gửi đến mail tuyensinh@hust.edu.vn nhé"
367,Các thầy cô cho em hỏi là khi đăng ký thông tin học tập phần ảnh minh chứng sổ học bạ em dùng bản sao đã công chứng thay cho bản gốc có được không ạ?,"Được em nhé!
Em có thể tải lên NHỮNG GIẤY TỜ CHỨNG MINH ĐIỂM HỌC BẠ CỦA em gồm các loại sau ĐỀU ĐƯỢC:
- Ảnh chụp Học bạ điện tử
- Học bạ (bản gốc/bản sao công chứng/bản photo)
- Học bạ chưa có đủ chữ ký thầy cô (vì lý do nào đó)
- Giấy xác nhận điểm của nhà trường
....
MIỄN LÀ điểm nhập trên học bạ chính xác so với bản gốc và em phải chịu trách nhiệm hoàn toàn với phần em đã khai.
Nếu sau này hậu kiểm bản gốc, tính lại điểm sơ tuyển học bạ, không đạt điều kiện sơ tuyển theo quy định thì em sẽ bị hủy kết quả"
368,Cho em hỏi là nếu em xét tuyển bằng chứng chỉ quốc tế (SAT) thì ngoài thư tự giới thiệu bản thân ra có cần thư giới thiệu của thầy cô không ạ? Và thư giới thiệu bản thân em viết bằng tiếng Anh có được không ạ? Em cám ơn ạ.,"Chào em,
KHÔNG em nhé.
Trong mục xét tuyển diện 1.2 chỉ yêu cầu em viết thư tự giới thiệu của cá nhân em thôi (Mẫu thư này yêu cầu viết bằng tiếng Anh)"
369,Cho em hỏi là điểm IELTS khi em vào trang xttn quy đổi điểm từ 6.5 sao điểm chỉ quy đổi ra thành 9.5 điểm tiếng Anh thôi ạ? Theo như bảng quy đổi do trường cung cấp thì điểm IELTS từ 6.5 trở lên được quy đổi thành 10 điểm tiếng Anh ạ.,"Chào em,
Tuần sau, em hãy quay lại với hệ thống quy đổi điểm chứng chỉ ngoại ngữ nhé. "
370,Em có một chứng chỉ IELTS có thời hạn đến 29/08/2022 thì có kịp để đăng ký quy đổi điểm IELTS không ạ?,"Chào em,
Đợi có đề án tuyển sinh chính thức từ giữa tháng 4 này, thì mới có thể biết chính xác lịch biểu hơn nhé.
Kịp hay không còn phụ thuộc vào: (1) Tình hình dịch bệnh Covid-19; (2) Thời gian của bộ GDĐT, cụ thể là thời gian đóng điều chỉnh nguyện vọng (em sẽ được quy đổi trước ngày đóng điều chỉnh nguyện vọng). 
Nên không thể trả lời chính xác cho em được"
371,Cho em hỏi là trường nhận quy đổi điểm IELTS hạn là bao giờ ạ?,"Chào em,
Thời gian nhận quy đổi điểm IELTS phải vào tầm tháng 6 trở đi em nhé. "
372,Em có lên web để đăng kí đổi điểm ielts thì thấy hạn đóng hệ thống là 31/5. Nhưng có lướt qua các câu hỏi của bạn khác thì lại thấy được đáp lại rằng ngoài tháng 6 mới bắt đầu đổi điểm là sao ạ? Mong được thầy cô giải đáp.,"Chào em,
Hạn đăng ký quy đổi IELTS là từ 15/5 đến 15/6/2022 nhé em. "
373,Cho em hỏi là xét Ielts + điểm thi thpt là phương thức riêng như các trường khác hay là xét chung với những người không dùng ielts ạ ,"IELTS được sử dụng là:
Chứng chỉ xét tuyển thẳng vào nhóm ngành Kinh tế quản lý và ngôn ngữ anh Hoặc: Quy đổi điểm với những tổ hợp thi TN THPT có môn tiếng Anh (VD: A01, D07....)
Đây là 2 quyền lợi riêng của ĐHBKHN, còn nếu như em nộp IELTS vào trường khác sẽ theo bảng quy đổi điểm khác, hoặc có trường không cho phép quy đổi IELTS."
374,"Ad ơi e hỏi xíu, ngày trước, e có quy đổi IELTS ở trường và đã nộp tiền, sau đấy e nhận ra là e điền sai thông tin, thì e chỉ cần sửa lại thông tin r lưu vào là được hay cần đóng lại lệ phí hả ad","Chào em,
Không em nhé.

Module Thông tin của em, em cứ sửa thoải mái.
Module Thanh toán/đóng lệ phí thì em cứ thanh toán để chuyển trạng thái sang ""Đã đóng"" là được.

Đây là 2 module/2 bước độc lập với nhau. Nên em không phải đóng lại lệ phí khi sửa thông tin. "
375,Em đăng kí website trường là căn cước nma ở trên bộ thì là chứng minh thư nhân dân.Vậy em quy đổi Ielts sang điểm thi tốt nghiệp và đã nộp tiền thì trên web của bộ có nhận được k ạ?,"Chào em,
Rõ ràng thông tin của em đang bị sai lệch, khiến việc gửi thông tin lên trên Bộ GD&ĐT có thể KHÔNG THÀNH CÔNG. Em cần gửi mail ngay thông tin đúng vào mail tuyensinh@hust.edu.vn để nhà trường biết và điều chỉnh lại."
376,Em đăng kí website trường là căn cước nma ở trên bộ thì là chứng minh thư nhân dân.Vậy em quy đổi ielts sang điểm thi tốt nghiệp và đã nộp tiền thì trên web của bộ có nhận được k ạ?,"Chào em,
Em cố gắng dùng 1 số CCCD duy nhất tại 2 nơi đăng ký vì đây là 2 hệ thống khác nhau. Tuy nhiên, khi kiểm tra giữa 2 hệ thống thì vẫn sử dụng thêm các trường thông tin khác như ""Họ tên thí sinh"" + ""Ngày sinh"" để đảm bảo dữ liệu là hoàn toàn khớp đúng!"
377,"Em chào thầy ạ.
Em có nhận được câu trả lời là chứng chỉ TOEFL ITP có thể sử dụng để quy đổi.
Nhưng em xem trên trang quy đổi (https://dangkytuyensinh.hust.edu.vn/convert-ielts) chỉ có IELTS, TOEFL iBT, PTE, Cambridge English Scale với APTIS để chọn thôi chứ không có TOEFL ITP ạ.
Thầy giải đáp giúp em với.","Chào em,
Mục này đang được cập nhật, em đợi chút nha"
378,Cho em hỏi điểm bài thi TOEFL ITP có được quy đổi sang điểm IELTS không ạ? em cảm ơn.,"Chào em,
Hiện nhà trường có cung cấp thang quy đổi tương đương. Em tham khảo bài viết này:
https://ts.hust.edu.vn/tin-tuc/thong-tin-tuyen-sinh-dai-hoc-chinh-quy-nam-2021-truong-dai-hoc-bach-khoa-ha-noi
Xem tại mục IV"
379,Cho em hỏi với ngành Tiếng Anh KHKT và Công nghệ năm nay lấy chỉ tiêu dự kiến là bao nhiêu học viên ạ?Và mức quy đổi điểm môn Tiếng Anh bằng chứng chỉ IELTS như thế nào ạ?,"Ngành Tiếng Anh KHKT và Công nghệ năm nay lấy chỉ tiêu dự kiến là 150 chỉ tiêu em nhé
Việc quy đổi điểm môn Tiếng Anh bằng chứng chỉ IELTS là quyền lợi riêng của ĐHBKHN dành cho các bạn có chứng chỉ IELTS (và 1 số chứng chỉ tương đương). Theo đó, em chọn xét tuyển bằng tổ hợp có môn Tiếng Anh (Ví dụ: A01: Toán-Lý-Anh; D01: Toán-Văn-Anh;....) (hoặc thi tổ hợp thi tư duy K01: Toán-Đọc hiểu-Tiếng Anh) thì điểm môn Tiếng Anh sẽ được quy đổi.
IELTS 5.0 quy đổi thành 8,5 điểm
IELTS 5.5 quy đổi thành 9 điểm
IELTS 6.0 quy đổi thành 9,5 điểm
IELTS 6.5 trở lên quy đổi thành 10 điểm"
380,"Em chào thầy cô ạ.
Em muốn hỏi về quy đổi điểm tiếng Anh ạ. Chứng chỉ APTIS không có ô Test Report Number như IELTS hay ô nào khác tương tự nhưng có thể tra được điểm APTIS bằng CMND thì ô Mã chứng nhận em điền số CMND có được không ạ?
Em cảm ơn thầy cô!","Chào em,
Em xem hướng dẫn ở đây: https://ts.hust.edu.vn/tin-tuc/huong-dan-quy-doi-diem-chung-chi-ielts-tuyen-sinh-nam-2021"
381,"Em chào thầy cô.
 
Em đăng ký quy đổi chứng chỉ APTIS cho điểm tiếng Anh để xét vào trường mình thì trong hồ sơ đăng ký nguyện vọng thi THPTQG có cần ghi rõ chứng chỉ APTIS trong mục chứng chỉ ngoại ngữ dùng để xét theo yêu cầu các trường đại học không ạ? 
(Chứng chỉ này hiện đang không có trong danh mục của bộ GD&ĐT nên không nhập vào hồ sơ trực tuyến được)
 
Em cảm ơn thầy cô","Chào em,
Em hãy ghi rõ vì hệ thống xét Quy đổi điểm chứng chỉ ngoại ngữ là độc lập do ĐHBKHN phát triển và quản lý."
382,"Thưa thầy cô,
Em đã đăng ký quy đổi IELTS trên website của nhà trường, đã nộp phí và theo quy đổi, em được điểm 10. Tuy nhiên, em vẫn đăng ký thi THPT QG môn tiếng Anh. Em muốn chọn điểm quy đổi IELTS (10 điểm) khi xét tuyển vào trường mình ạ. Vậy khi nào em có thể lựa chọn giữa điểm THPT và quy đổi IELTS trên hệ thống ạ? Và các bước cần làm thế nào ạ? 
Em cảm ơn thầy/cô ạ. ","Chào em,
Em chọn xác thực quy đổi điểm online, và em vẫn đăng ký thi tổ hợp có môn tiếng Anh. Sau này nếu em thi xong, hệ thống của Bộ GD&ĐT sẽ tự động lấy điểm cao hơn (giữa điểm quy đổi và điểm thi)"
383,Cho e hỏi là khi mà quy đổi chứng chỉ IELTS để lấy điểm xét tuyển thì chỉ được app vào các ngành liên quan đến ngoại ngữ hay là được coi đó như điểm thi tiếng Anh trong kì thi THPTQG và xét vào các ngành khác bình thường ạ? Và khi đã đăng ký quy đổi online trên web của trường thì có cần điền vào mục 15 của hồ sơ đh không ạ?,"Chào em,
Quy đổi IELTS là quyền lợi riêng của ĐH Bách khoa Hà Nội, không liên quan đến việc em đăng ký thi tiếng Anh và đăng ký trên phiếu của Bộ
Nếu em đăng ký trên phiếu của Bộ để được miễn thi tiếng Anh tốt nghiệp thì đây lại là quyền lợi riêng cho các thí sinh từ phía Bộ GD&ĐT. Do đó, em vẫn phải thực hiện điền vào mục 15 để được miễn thi
Việc quy đổi IELTS thì sẽ quy đổi điểm môn tiếng Anh với mọi ngành xét tổ hợp có môn tiếng Anh như A01, D01... nên em chỉ cần thi 2 môn còn lại"
384,"Chào thầy/cô ạ. Chuyện là em đã quy đổi IELTS trên trang đăng ký tuyển sinh rồi, nhưng vẫn đi thi Tiếng Anh THPT Quốc gia, sau điểm thi ý thấp hơn thì e vẫn có quyền được lấy điểm đã quy đổi trên BK phải ko ạ?","Chào em,
Đúng rồi em. Em vẫn đi thi hoặc được miễn thi tiếng Anh theo quy định của Bộ GD&ĐT.
Sau này, em thi được điểm thấp hay cao hơn điểm quy đổi, thì tùy ý em lựa chọn quy đổi hay không quy đổi là quyền lợi của em."
385,em đăng kí thi aptis từ tháng 5 nhưng mà bị hoãn vì dịch đến cuối tháng 6 và em đã thi nhưng tận đầu tháng 7 mới nhận được bằng. liệu nhà trường có cho quy đổi ielts đợt 2 không ạ ,"Chào em,
Cập nhật đến thời gian hiện tại, trường ĐHBKHN chỉ chấp nhận quy đổi ielts 1 đợt, tính đến 17h ngày 30/6/2021 em nhé. Các bài thi sau thờ gian này sẽ không được tính."
386,"cho em hỏi là em đã nộp lệ phí quy đổi điểm ielts rồi mà thông tin tra cứu kết quả vẫn để tình trạng là ""chưa đóng"" ạ? em cảm ơn.","Chào em,
Trường hợp của em, hãy gửi mail tới tuyensinh@hust.edu.vn, nội dung là số ID (CMND của em) và mật khẩu đăng nhập, số điện thoại liên lạc lại, ảnh chụp tin nhắn điện thoại bị trừ tiền (thể hiện rõ ngày giờ, mã giao dịch...). Và em không cần phải thanh toán thêm, mọi thủ tục của em xem như đã hoàn tất. Bộ phận tuyển sinh sẽ kiểm tra và xử lý thủ công sau ngày 31/5 với những trường hợp như trên."
387,"1.Em đã đăng ký quy đổi ielts nhưng vẫn thi tiếng Anh THPT. Như vậy tiếng Anh em sẽ có 2 kết quả: quy đổi và thi THPT vậy nhà trường sẽ lấy điểm nào để xét tuyển vào trường (hay điểm nào cao thì lấy). 2. Bài đánh giá tư duy BK3, môn tiếng Anh có dùng ielts để quy đổi được không? Em cám ơn","1. Đúng vậy. Em sẽ có 2 điểm tiếng Anh. 
Tuy nhiên, nhà trường sẽ KHÔNG TỰ LẤY ĐIỂM TIẾNG ANH CAO HƠN mà em phải tự lên website của nhà trường chọn QUY ĐỔI thì mới tính thành điểm quy đổi cho em.
Hiện mới đang trong thời gian Xác thực chứng chỉ của các thí sinh, chứ chưa đến thời gian chọn quy đổi. Vì vẫn có những bạn quy đổi chưa đạt điểm tối đa (Ví dụ: IELTS 5.0 quy đổi mới chỉ sang 8,5 điểm tiếng Anh, nên các bạn này vẫn có thể thi TN THPT để chọn điểm tiếng Anh cao hơn)
2/ Bài đánh giá tư duy BK3 là bài thi tiếng Anh riêng. Nhà trường đã cho phép em sử dụng chứng chỉ IELTS từ 6.0 trở lên để xét vào các ngành sử dụng tổ hợp BK3 (tuy nhiên đã kết thúc nhận từ 18/4). Nên hiện tại em vẫn phải thi BK3 cho dù có chứng chỉ IELTS đạt điều kiện."
388,Nếu em xét tuyển vào Chương trình tiên tiến kĩ thuật hóa dược (CH-E11) bằng tổ hợp D7 thì có được quy đổi điểm IELTS không ạ? 6.5 thì được quy đổi thành bao nhiêu điểm ạ?,"Chào em,
Em xét tuyển bằng những tổ hợp có môn Tiếng Anh thì mới được tính quy đổi điểm tiếng Anh nhé.
Vậy D07 là gì? Có môn tiếng Anh không?
D07 : Toán, Hóa, Anh => Có môn Tiếng Anh. Vậy được quy đổi điểm.
Thang quy đổi như sau:
IELTS 5 => Anh Văn 8,5
IELTS 5.5 => Anh văn 9
IELTS 6 => Anh văn 9,5
IELTS 6.5 trở lên => Anh văn 10,"
389,liệu có thể dùng bằng tiếng anh IELTS đêr được xét điểm ưu tiên lẫn quy đổi điểm tiếng anh không ạ. Em cũng muốn biết thêm về quy tắc đổi điểm IELTS sang điểm thi luôn ạ,"Chào em,
Nếu có chứng chỉ IELTS từ 5.0 trở lên, em có thể đăng ký quy đổi thành điểm thi tốt nghiệp môn tiếng Anh khi sử dụng các tổ hợp có môn này để xét tuyển. Thí sinh không được quy đổi chứng chỉ thành điểm ưu tiên xét tuyển.
VD: Em được IELTS 5.0 sẽ được quy đổi thành 8.5 điểm tiếng Anh với các tổ hợp thi TN THPT có môn Tiếng Anh (VD: A01, D01....) "
